quarter,industry1,industry2,industry3,overtime_paid_hours
2018-Q1,services,transportation and storage,water transport and supporting services,1.9
2018-Q1,services,transportation and storage,air transport and supporting services,1.9
2018-Q1,services,transportation and storage,other transport and storage services,3.4
2018-Q1,services,accommodation and food services,accommodation,2.3
2018-Q1,services,accommodation and food services,food and beverage services,1.8
2018-Q1,services,information and communications,"telecommunications, broadcasting and publishing",0.4
2018-Q1,services,information and communications,it and other information services,0.4
2018-Q1,services,financial and insurance services,financial services,0.2
2018-Q1,services,financial and insurance services,insurance services,0.2
2018-Q1,services,real estate services,real estate services,1.5
2018-Q1,services,professional services,"legal, accounting and management services",0.3
2018-Q1,services,professional services,architectural and engineering services,3.1
2018-Q1,services,professional services,other professional services,0.7
2018-Q1,services,administrative and support services,security and investigation,10.2
2018-Q1,services,administrative and support services,cleaning and landscaping,2.8
2018-Q1,services,administrative and support services,other adminstrative and support services,2.2
2018-Q1,services,"community, social and personal services",public administration and education,0.1
2018-Q1,services,"community, social and personal services",health and social services,0.4
2018-Q1,services,"community, social and personal services","arts, entertainment and recreation",1.3
2018-Q1,services,"community, social and personal services","other community, social and personal services",1.1
2018-Q1,others,others,others,3
2018-Q2,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",3.7
2018-Q2,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",5.5
2018-Q2,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",2.8
2018-Q2,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",7
2018-Q2,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",4.6
2018-Q2,manufacturing,transport equipment,transport equipment,7.1
2018-Q2,manufacturing,other manufacturing industries,other manufacturing industries,5.9
2018-Q2,construction,construction,construction,6.6
2018-Q2,services,wholesale and retail trade,wholesale trade,1.6
2018-Q2,services,wholesale and retail trade,retail trade,1.9
2018-Q2,services,transportation and storage,land transport and supporting services,2.6
2018-Q2,services,transportation and storage,water transport and supporting services,1.9
2018-Q2,services,transportation and storage,air transport and supporting services,1.9
2018-Q2,services,transportation and storage,other transport and storage services,3.9
2018-Q2,services,accommodation and food services,accommodation,2.1
2018-Q2,services,accommodation and food services,food and beverage services,1.8
2018-Q2,services,information and communications,"telecommunications, broadcasting and publishing",0.4
2018-Q2,services,information and communications,it and other information services,0.4
2018-Q2,services,financial and insurance services,financial services,0.2
2018-Q2,services,financial and insurance services,insurance services,0.2
2018-Q2,services,real estate services,real estate services,1.6
2018-Q2,services,professional services,"legal, accounting and management services",0.3
2018-Q2,services,professional services,architectural and engineering services,3.6
2018-Q2,services,professional services,other professional services,0.7
2018-Q2,services,administrative and support services,security and investigation,10.2
2018-Q2,services,administrative and support services,cleaning and landscaping,2.8
2018-Q2,services,administrative and support services,other adminstrative and support services,2.1
2018-Q2,services,"community, social and personal services",public administration and education,0.1
2018-Q2,services,"community, social and personal services",health and social services,0.5
2018-Q2,services,"community, social and personal services","arts, entertainment and recreation",1.4
2018-Q2,services,"community, social and personal services","other community, social and personal services",1.2
2018-Q2,others,others,others,2.9
2018-Q3,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",3.8
2018-Q3,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",5.1
2018-Q3,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",2.4
2018-Q3,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",6.6
2018-Q3,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",5.1
2018-Q3,manufacturing,transport equipment,transport equipment,8
2018-Q3,manufacturing,other manufacturing industries,other manufacturing industries,5.7
2018-Q3,construction,construction,construction,6.7
2018-Q3,services,wholesale and retail trade,wholesale trade,1.6
2018-Q3,services,wholesale and retail trade,retail trade,1.8
2018-Q3,services,transportation and storage,land transport and supporting services,2.8
2018-Q3,services,transportation and storage,water transport and supporting services,1.9
2018-Q3,services,transportation and storage,air transport and supporting services,1.8
2018-Q3,services,transportation and storage,other transport and storage services,3.4
2018-Q3,services,accommodation and food services,accommodation,2.4
2018-Q3,services,accommodation and food services,food and beverage services,1.8
2018-Q3,services,information and communications,"telecommunications, broadcasting and publishing",0.4
2018-Q3,services,information and communications,it and other information services,0.4
2018-Q3,services,financial and insurance services,financial services,0.1
2018-Q3,services,financial and insurance services,insurance services,0.1
2018-Q3,services,real estate services,real estate services,1.5
2018-Q3,services,professional services,"legal, accounting and management services",0.3
2018-Q3,services,professional services,architectural and engineering services,3.2
2018-Q3,services,professional services,other professional services,0.7
2018-Q3,services,administrative and support services,security and investigation,9.5
2018-Q3,services,administrative and support services,cleaning and landscaping,2.7
2018-Q3,services,administrative and support services,other adminstrative and support services,2
2018-Q3,services,"community, social and personal services",public administration and education,0.1
2018-Q3,services,"community, social and personal services",health and social services,0.4
2018-Q3,services,"community, social and personal services","arts, entertainment and recreation",1.2
2018-Q3,services,"community, social and personal services","other community, social and personal services",1.1
2018-Q3,others,others,others,3
2018-Q4,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",3.5
2018-Q4,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",4.5
2018-Q4,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",2.2
2018-Q4,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",5.7
2018-Q4,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",5.5
2018-Q4,manufacturing,transport equipment,transport equipment,6.7
2018-Q4,manufacturing,other manufacturing industries,other manufacturing industries,4.9
2018-Q4,construction,construction,construction,6.1
2018-Q4,services,wholesale and retail trade,wholesale trade,1
2018-Q4,services,wholesale and retail trade,retail trade,2
2018-Q4,services,transportation and storage,land transport and supporting services,3.3
2018-Q4,services,transportation and storage,water transport and supporting services,1.9
2018-Q4,services,transportation and storage,air transport and supporting services,1.7
2018-Q4,services,transportation and storage,other transport and storage services,3.5
2018-Q4,services,accommodation and food services,accommodation,2.5
2018-Q4,services,accommodation and food services,food and beverage services,1.8
2018-Q4,services,information and communications,"telecommunications, broadcasting and publishing",0.3
2018-Q4,services,information and communications,it and other information services,0.4
2018-Q4,services,financial and insurance services,financial services,0.1
2018-Q4,services,financial and insurance services,insurance services,0.1
2018-Q4,services,real estate services,real estate services,1.6
2018-Q4,services,professional services,"legal, accounting and management services",0.3
2018-Q4,services,professional services,architectural and engineering services,3.3
2018-Q4,services,professional services,other professional services,0.7
2018-Q4,services,administrative and support services,security and investigation,9.7
2018-Q4,services,administrative and support services,cleaning and landscaping,2.7
2018-Q4,services,administrative and support services,other adminstrative and support services,1.9
2018-Q4,services,"community, social and personal services",public administration and education,0.1
2018-Q4,services,"community, social and personal services",health and social services,0.4
2018-Q4,services,"community, social and personal services","arts, entertainment and recreation",1.4
2018-Q4,services,"community, social and personal services","other community, social and personal services",1.5
2018-Q4,others,others,others,2.5
2019-Q1,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",3.2
2019-Q1,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",4.4
2019-Q1,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",2.2
2019-Q1,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",5.4
2019-Q1,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",3.9
2019-Q1,manufacturing,transport equipment,transport equipment,7.4
2019-Q1,manufacturing,other manufacturing industries,other manufacturing industries,5
2019-Q1,construction,construction,construction,5.7
2019-Q1,services,wholesale and retail trade,wholesale trade,1
2019-Q1,services,wholesale and retail trade,retail trade,1.6
2019-Q1,services,transportation and storage,land transport and supporting services,3.2
2019-Q1,services,transportation and storage,water transport and supporting services,1.7
2019-Q1,services,transportation and storage,air transport and supporting services,2.6
2019-Q1,services,transportation and storage,other transport and storage services,3
2019-Q1,services,accommodation and food services,accommodation,2.2
2019-Q1,services,accommodation and food services,food and beverage services,1.8
2019-Q1,services,information and communications,"telecommunications, broadcasting and publishing",0.3
2019-Q1,services,information and communications,it and other information services,0.4
2019-Q1,services,financial and insurance services,financial services,0.1
2019-Q1,services,financial and insurance services,insurance services,0.1
2019-Q1,services,real estate services,real estate services,1.6
2019-Q1,services,professional services,"legal, accounting and management services",0.3
2019-Q1,services,professional services,architectural and engineering services,3.4
2019-Q1,services,professional services,other professional services,0.7
2019-Q1,services,administrative and support services,security and investigation,10.5
2019-Q1,services,administrative and support services,cleaning and landscaping,2.7
2019-Q1,services,administrative and support services,other adminstrative and support services,1.6
2019-Q1,services,"community, social and personal services",public administration and education,0.1
2019-Q1,services,"community, social and personal services",health and social services,0.5
2019-Q1,services,"community, social and personal services","arts, entertainment and recreation",1.1
2019-Q1,services,"community, social and personal services","other community, social and personal services",1.1
2019-Q1,others,others,others,2.8
2019-Q2,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",3.5
2019-Q2,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",4.9
2019-Q2,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",2.2
2019-Q2,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",6
2019-Q2,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",4.2
2019-Q2,manufacturing,transport equipment,transport equipment,7.9
2019-Q2,manufacturing,other manufacturing industries,other manufacturing industries,5.2
2019-Q2,construction,construction,construction,6.2
2019-Q2,services,wholesale and retail trade,wholesale trade,1.3
2019-Q2,services,wholesale and retail trade,retail trade,1.8
2019-Q2,services,transportation and storage,land transport and supporting services,4.7
2019-Q2,services,transportation and storage,water transport and supporting services,2.3
2019-Q2,services,transportation and storage,air transport and supporting services,1.4
2019-Q2,services,transportation and storage,other transport and storage services,3.1
2019-Q2,services,accommodation and food services,accommodation,2.1
2019-Q2,services,accommodation and food services,food and beverage services,1.8
2019-Q2,services,information and communications,"telecommunications, broadcasting and publishing",0.4
2019-Q2,services,information and communications,it and other information services,0.3
2019-Q2,services,financial and insurance services,financial services,0.1
2019-Q2,services,financial and insurance services,insurance services,0.2
2019-Q2,services,real estate services,real estate services,1.8
2019-Q2,services,professional services,"legal, accounting and management services",0.3
2019-Q2,services,professional services,architectural and engineering services,3.7
2019-Q2,services,professional services,other professional services,0.6
2019-Q2,services,administrative and support services,security and investigation,10.4
2019-Q2,services,administrative and support services,cleaning and landscaping,2.5
2019-Q2,services,administrative and support services,other adminstrative and support services,2
2019-Q2,services,"community, social and personal services",public administration and education,0.1
2019-Q2,services,"community, social and personal services",health and social services,0.5
2019-Q2,services,"community, social and personal services","arts, entertainment and recreation",1.1
2019-Q2,services,"community, social and personal services","other community, social and personal services",1.2
2019-Q2,others,others,others,2.3
2019-Q3,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",3.5
2019-Q3,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",4.2
2019-Q3,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",2.2
2019-Q3,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",6.5
2019-Q3,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",3.8
2019-Q3,manufacturing,transport equipment,transport equipment,7.2
2019-Q3,manufacturing,other manufacturing industries,other manufacturing industries,4.7
2019-Q3,construction,construction,construction,6.6
2019-Q3,services,wholesale and retail trade,wholesale trade,1.4
2019-Q3,services,wholesale and retail trade,retail trade,1.9
2019-Q3,services,transportation and storage,land transport and supporting services,3
2019-Q3,services,transportation and storage,water transport and supporting services,2.2
2019-Q3,services,transportation and storage,air transport and supporting services,0.7
2019-Q3,services,transportation and storage,other transport and storage services,3.1
2019-Q3,services,accommodation and food services,accommodation,2.4
2019-Q3,services,accommodation and food services,food and beverage services,1.9
2019-Q3,services,information and communications,"telecommunications, broadcasting and publishing",0.2
2019-Q3,services,information and communications,it and other information services,0.2
2019-Q3,services,financial and insurance services,financial services,0.5
2019-Q3,services,financial and insurance services,insurance services,0.1
2019-Q3,services,real estate services,real estate services,1.7
2019-Q3,services,professional services,"legal, accounting and management services",0.2
2019-Q3,services,professional services,architectural and engineering services,3.5
2019-Q3,services,professional services,other professional services,0.6
2019-Q3,services,administrative and support services,security and investigation,10.3
2019-Q3,services,administrative and support services,cleaning and landscaping,2.7
2019-Q3,services,administrative and support services,other adminstrative and support services,2.6
2019-Q3,services,"community, social and personal services",public administration and education,0.1
2019-Q3,services,"community, social and personal services",health and social services,0.5
2019-Q3,services,"community, social and personal services","arts, entertainment and recreation",1.1
2019-Q3,services,"community, social and personal services","other community, social and personal services",1.1
2019-Q3,others,others,others,2.6
2019-Q4,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",2.9
2019-Q4,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",3.9
2019-Q4,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",2.6
2019-Q4,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",7.1
2019-Q4,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",4
2019-Q4,manufacturing,transport equipment,transport equipment,6.7
2019-Q4,manufacturing,other manufacturing industries,other manufacturing industries,5.1
2019-Q4,construction,construction,construction,5.8
2019-Q4,services,wholesale and retail trade,wholesale trade,1.6
2019-Q4,services,wholesale and retail trade,retail trade,1.7
2019-Q4,services,transportation and storage,land transport and supporting services,3.8
2019-Q4,services,transportation and storage,water transport and supporting services,2.4
2019-Q4,services,transportation and storage,air transport and supporting services,0.9
2019-Q4,services,transportation and storage,other transport and storage services,3
2019-Q4,services,accommodation and food services,accommodation,2.6
2019-Q4,services,accommodation and food services,food and beverage services,2
2019-Q4,services,information and communications,"telecommunications, broadcasting and publishing",0.3
2019-Q4,services,information and communications,it and other information services,0.2
2019-Q4,services,financial and insurance services,financial services,1.1
2019-Q4,services,financial and insurance services,insurance services,0.1
2019-Q4,services,real estate services,real estate services,1.6
2019-Q4,services,professional services,"legal, accounting and management services",0.2
2019-Q4,services,professional services,architectural and engineering services,2.9
2019-Q4,services,professional services,other professional services,0.6
2019-Q4,services,administrative and support services,security and investigation,9
2019-Q4,services,administrative and support services,cleaning and landscaping,2.6
2019-Q4,services,administrative and support services,other adminstrative and support services,2.2
2019-Q4,services,"community, social and personal services",public administration and education,0.1
2019-Q4,services,"community, social and personal services",health and social services,0.4
2019-Q4,services,"community, social and personal services","arts, entertainment and recreation",1.2
2019-Q4,services,"community, social and personal services","other community, social and personal services",1.2
2019-Q4,others,others,others,2.6
2020-Q1,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",2.6
2020-Q1,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",3.8
2020-Q1,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",2.3
2020-Q1,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",6
2020-Q1,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",3.7
2020-Q1,manufacturing,transport equipment,transport equipment,6.6
2020-Q1,manufacturing,other manufacturing industries,other manufacturing industries,4.8
2020-Q1,construction,construction,construction,5.7
2020-Q1,services,wholesale and retail trade,wholesale trade,1.3
2020-Q1,services,wholesale and retail trade,retail trade,1.5
2020-Q1,services,transportation and storage,land transport and supporting services,4.5
2020-Q1,services,transportation and storage,water transport and supporting services,2
2020-Q1,services,transportation and storage,air transport and supporting services,0.7
2020-Q1,services,transportation and storage,other transport and storage services,2.6
2020-Q1,services,accommodation and food services,accommodation,0.9
2020-Q1,services,accommodation and food services,food and beverage services,1.7
2020-Q1,services,information and communications,"telecommunications, broadcasting and publishing",0.3
2020-Q1,services,information and communications,it and other information services,0.2
2020-Q1,services,financial and insurance services,financial services,0.3
2020-Q1,services,financial and insurance services,insurance services,0.2
2020-Q1,services,real estate services,real estate services,1.5
2020-Q1,services,professional services,"legal, accounting and management services",0.2
2020-Q1,services,professional services,architectural and engineering services,3
2020-Q1,services,professional services,other professional services,0.6
2020-Q1,services,administrative and support services,security and investigation,9.4
2020-Q1,services,administrative and support services,cleaning and landscaping,2.4
2020-Q1,services,administrative and support services,other adminstrative and support services,2.1
2020-Q1,services,"community, social and personal services",public administration and education,0.1
2020-Q1,services,"community, social and personal services",health and social services,0.4
2020-Q1,services,"community, social and personal services","arts, entertainment and recreation",0.7
2020-Q1,services,"community, social and personal services","other community, social and personal services",0.6
2020-Q1,others,others,others,2.5
2020-Q2,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",2.6
2020-Q2,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",2.9
2020-Q2,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",1.9
2020-Q2,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",3.2
2020-Q2,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",4.3
2020-Q2,manufacturing,transport equipment,transport equipment,2
2020-Q2,manufacturing,other manufacturing industries,other manufacturing industries,5.6
2020-Q2,construction,construction,construction,1.3
2020-Q2,services,wholesale and retail trade,wholesale trade,1.1
2020-Q2,services,wholesale and retail trade,retail trade,1.2
2020-Q2,services,transportation and storage,land transport and supporting services,3.9
2020-Q2,services,transportation and storage,water transport and supporting services,1.9
2020-Q2,services,transportation and storage,air transport and supporting services,0.1
2020-Q2,services,transportation and storage,other transport and storage services,2.6
2020-Q2,services,accommodation and food services,accommodation,0.4
2020-Q2,services,accommodation and food services,food and beverage services,1.1
2020-Q2,services,information and communications,"telecommunications, broadcasting and publishing",0.2
2020-Q2,services,information and communications,it and other information services,0.1
2020-Q2,services,financial and insurance services,financial services,0.1
2020-Q2,services,financial and insurance services,insurance services,0.1
2020-Q2,services,real estate services,real estate services,0.9
2020-Q2,services,professional services,"legal, accounting and management services",0.1
2020-Q2,services,professional services,architectural and engineering services,1.3
2020-Q2,services,professional services,other professional services,0.2
2020-Q2,services,administrative and support services,security and investigation,7.7
2020-Q2,services,administrative and support services,cleaning and landscaping,2
2020-Q2,services,administrative and support services,other adminstrative and support services,1
2020-Q2,services,"community, social and personal services",public administration and education,0
2020-Q2,services,"community, social and personal services",health and social services,0.4
2020-Q2,services,"community, social and personal services","arts, entertainment and recreation",0.1
2020-Q2,services,"community, social and personal services","other community, social and personal services",0.3
2020-Q2,others,others,others,2.2
2020-Q3,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",2.7
2020-Q3,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",3.6
2020-Q3,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",2.2
2020-Q3,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",4.9
2020-Q3,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",4.3
2020-Q3,manufacturing,transport equipment,transport equipment,3.8
2020-Q3,manufacturing,other manufacturing industries,other manufacturing industries,4.3
2020-Q3,construction,construction,construction,4.3
2020-Q3,services,wholesale and retail trade,wholesale trade,1.2
2020-Q3,services,wholesale and retail trade,retail trade,1.2
2020-Q3,services,transportation and storage,land transport and supporting services,3.9
2020-Q3,services,transportation and storage,water transport and supporting services,1.9
2020-Q3,services,transportation and storage,air transport and supporting services,0.5
2020-Q3,services,transportation and storage,other transport and storage services,2.5
2020-Q3,services,accommodation and food services,accommodation,0.3
2020-Q3,services,accommodation and food services,food and beverage services,1.3
2020-Q3,services,information and communications,"telecommunications, broadcasting and publishing",0.3
2020-Q3,services,information and communications,it and other information services,0.1
2020-Q3,services,financial and insurance services,financial services,0.1
2020-Q3,services,financial and insurance services,insurance services,0.1
2020-Q3,services,real estate services,real estate services,0.8
2020-Q3,services,professional services,"legal, accounting and management services",0.2
2020-Q3,services,professional services,architectural and engineering services,2.3
2020-Q3,services,professional services,other professional services,0.7
2020-Q3,services,administrative and support services,security and investigation,8.1
2020-Q3,services,administrative and support services,cleaning and landscaping,2.2
2020-Q3,services,administrative and support services,other adminstrative and support services,1.7
2020-Q3,services,"community, social and personal services",public administration and education,0.1
2020-Q3,services,"community, social and personal services",health and social services,0.5
2020-Q3,services,"community, social and personal services","arts, entertainment and recreation",0.6
2020-Q3,services,"community, social and personal services","other community, social and personal services",0.6
2020-Q3,others,others,others,2.2
2020-Q4,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",3.5
2020-Q4,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",5.4
2020-Q4,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",2.5
2020-Q4,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",5.7
2020-Q4,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",5.3
2020-Q4,manufacturing,transport equipment,transport equipment,5.4
2020-Q4,manufacturing,other manufacturing industries,other manufacturing industries,5.2
2020-Q4,construction,construction,construction,5.9
2020-Q4,services,wholesale and retail trade,wholesale trade,1.2
2020-Q4,services,wholesale and retail trade,retail trade,2.1
2020-Q4,services,transportation and storage,land transport and supporting services,2.8
2020-Q4,services,transportation and storage,water transport and supporting services,2.1
2020-Q4,services,transportation and storage,air transport and supporting services,0.7
2020-Q4,services,transportation and storage,other transport and storage services,2.9
2020-Q4,services,accommodation and food services,accommodation,1.2
2020-Q4,services,accommodation and food services,food and beverage services,1.5
2020-Q4,services,information and communications,"telecommunications, broadcasting and publishing",0.4
2020-Q4,services,information and communications,it and other information services,0.2
2020-Q4,services,financial and insurance services,financial services,0.1
2020-Q4,services,financial and insurance services,insurance services,0.1
2020-Q4,services,real estate services,real estate services,1
2020-Q4,services,professional services,"legal, accounting and management services",0.2
2020-Q4,services,professional services,architectural and engineering services,2.9
2020-Q4,services,professional services,other professional services,1
2020-Q4,services,administrative and support services,security and investigation,6.7
2020-Q4,services,administrative and support services,cleaning and landscaping,2.2
2020-Q4,services,administrative and support services,other adminstrative and support services,2.5
2020-Q4,services,"community, social and personal services",public administration and education,0.1
2020-Q4,services,"community, social and personal services",health and social services,0.4
2020-Q4,services,"community, social and personal services","arts, entertainment and recreation",2.2
2020-Q4,services,"community, social and personal services","other community, social and personal services",0.7
2020-Q4,others,others,others,2.9
2021-Q1,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",3.3
2021-Q1,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",5.4
2021-Q1,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",2.1
2021-Q1,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",6.3
2021-Q1,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",5.1
2021-Q1,manufacturing,transport equipment,transport equipment,5.3
2021-Q1,manufacturing,other manufacturing industries,other manufacturing industries,5.7
2021-Q1,construction,construction,construction,5.8
2021-Q1,services,wholesale and retail trade,wholesale trade,1.4
2021-Q1,services,wholesale and retail trade,retail trade,1
2021-Q1,services,transportation and storage,land transport and supporting services,4.2
2021-Q1,services,transportation and storage,water transport and supporting services,2.3
2021-Q1,services,transportation and storage,air transport and supporting services,1
2021-Q1,services,transportation and storage,other transport and storage services,3
2021-Q1,services,accommodation and food services,accommodation,1.2
2021-Q1,services,accommodation and food services,food and beverage services,1.3
2021-Q1,services,information and communications,"telecommunications, broadcasting and publishing",0.3
2021-Q1,services,information and communications,it and other information services,0.1
2021-Q1,services,financial and insurance services,financial services,0.2
2021-Q1,services,financial and insurance services,insurance services,0.1
2021-Q1,services,real estate services,real estate services,1.1
2021-Q1,services,professional services,"legal, accounting and management services",0.2
2021-Q1,services,professional services,architectural and engineering services,2.6
2021-Q1,services,professional services,other professional services,1
2021-Q1,services,administrative and support services,security and investigation,6.3
2021-Q1,services,administrative and support services,cleaning and landscaping,2.5
2021-Q1,services,administrative and support services,other adminstrative and support services,2.2
2021-Q1,services,"community, social and personal services",public administration and education,0.1
2021-Q1,services,"community, social and personal services",health and social services,0.5
2021-Q1,services,"community, social and personal services","arts, entertainment and recreation",0.7
2021-Q1,services,"community, social and personal services","other community, social and personal services",0.6
2021-Q1,others,others,others,2.8
2021-Q2,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",3.3
2021-Q2,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",4.8
2021-Q2,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",2.3
2021-Q2,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",7
2021-Q2,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",5.5
2021-Q2,manufacturing,transport equipment,transport equipment,5.9
2021-Q2,manufacturing,other manufacturing industries,other manufacturing industries,6
2021-Q2,construction,construction,construction,6.1
2021-Q2,services,wholesale and retail trade,wholesale trade,1.4
2021-Q2,services,wholesale and retail trade,retail trade,1.2
2021-Q2,services,transportation and storage,land transport and supporting services,4.5
2021-Q2,services,transportation and storage,water transport and supporting services,2.5
2021-Q2,services,transportation and storage,air transport and supporting services,0.9
2021-Q2,services,transportation and storage,other transport and storage services,3.1
2021-Q2,services,accommodation and food services,accommodation,1.3
2021-Q2,services,accommodation and food services,food and beverage services,1.1
2021-Q2,services,information and communications,"telecommunications, broadcasting and publishing",0.2
2021-Q2,services,information and communications,it and other information services,0.2
2021-Q2,services,financial and insurance services,financial services,0.1
2021-Q2,services,financial and insurance services,insurance services,0.1
2021-Q2,services,real estate services,real estate services,1.3
2021-Q2,services,professional services,"legal, accounting and management services",0.3
2021-Q2,services,professional services,architectural and engineering services,2.8
2021-Q2,services,professional services,other professional services,0.8
2021-Q2,services,administrative and support services,security and investigation,7
2021-Q2,services,administrative and support services,cleaning and landscaping,2.5
2021-Q2,services,administrative and support services,other adminstrative and support services,2.3
2021-Q2,services,"community, social and personal services",public administration and education,0.1
2021-Q2,services,"community, social and personal services",health and social services,0.4
2021-Q2,services,"community, social and personal services","arts, entertainment and recreation",0.6
2021-Q2,services,"community, social and personal services","other community, social and personal services",0.6
2021-Q2,others,others,others,2.7
2021-Q3,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",4.5
2021-Q3,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",5.4
2021-Q3,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",3.5
2021-Q3,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",6.5
2021-Q3,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",5.6
2021-Q3,manufacturing,transport equipment,transport equipment,6.5
2021-Q3,manufacturing,other manufacturing industries,other manufacturing industries,6.1
2021-Q3,construction,construction,construction,6.8
2021-Q3,services,wholesale and retail trade,wholesale trade,1.2
2021-Q3,services,wholesale and retail trade,retail trade,1.3
2021-Q3,services,transportation and storage,land transport and supporting services,4
2021-Q3,services,transportation and storage,water transport and supporting services,2.6
2021-Q3,services,transportation and storage,air transport and supporting services,0.6
2021-Q3,services,transportation and storage,other transport and storage services,3.7
2021-Q3,services,accommodation and food services,accommodation,1.1
2021-Q3,services,accommodation and food services,food and beverage services,1.4
2021-Q3,services,information and communications,"telecommunications, broadcasting and publishing",0.3
2021-Q3,services,information and communications,it and other information services,0.2
2021-Q3,services,financial and insurance services,financial services,0.1
2021-Q3,services,financial and insurance services,insurance services,0
2021-Q3,services,real estate services,real estate services,1.2
2021-Q3,services,professional services,"legal, accounting and management services",0.2
2021-Q3,services,professional services,architectural and engineering services,2.4
2021-Q3,services,professional services,other professional services,1.2
2021-Q3,services,administrative and support services,security and investigation,7.5
